Text,PostDate,Body_PostId
"@Dilip: Not only is there no known exact formula, better yet, it is *known* that no such formula can exist!",2010-10-09 13:34:40.0,"<p>See this Wikipedia page:</p>

<p><a href=""http://en.wikipedia.org/wiki/Binomial_proportion_confidence_interval#Agresti-Coull_Interval"">http://en.wikipedia.org/wiki/Binomial_proportion_confidence_interval#Agresti-Coull_Interval</a></p>

<p>To get the Agresti-Coull Interval, one needs to calculate a percentile of the normal distribution, called $z$. How do I calculate tha percentile? Is there a ready-made function that does this in Wolfram Mathematica and/or Python/NumPy/SciPy?</p>
3438"
I need to clean it up. I'll have it ready soon,2014-08-12 18:19:06.0,"<p>I am using the <code>stepAIC</code> function in R to do a bi-directional (forward and backward) stepwise regression. I do not understand what each return value from the function means. </p>

<p>The output is:</p>

<pre><code>          Df     Sum of Sq    RSS       AIC
&lt;none&gt;                        350.71   -5406.0
- aaa      1     0.283        350.99   -5405.9
- bbb      1     0.339        351.05   -5405.4
- ccc      1     0.982        351.69   -5400.5
- ddd      1     0.989        351.70   -5400.5
</code></pre>

<p>Question Are the values listed under <code>Df</code>, <code>Sum of Sq</code>, <code>RSS</code>, and <code>AIC</code> the values for a model where only one variable would be considered as the independent variable (i.e. y ~
aaa, y ~ bbb, etc.)? </p>

<p><strong>NOTE: Question also in data science exchange:</strong>
<a href=""http://datascience.stackexchange.com/questions/968/understanding-output-stepaic"">data science link</a></p>
111611"
"It's actually just a convolution of a (very large sample from) a Poisson with small mean and a Gaussian with 0 mean and small variance. In this case I simulated a Poisson with a small mean and a Gaussian with a smaller variance than I wanted and then did a kernel density estimate (another Gaussian convolution, making the effective variance larger). Unfortunately in searching in my session (which was still running), trying to find the exact values I used, I just now managed to delete them instead. Still I could make a new one if you need code (it was done in R). ... (ctd)",2014-06-25 14:49:26.0,"<p><strong>Background</strong></p>

<p>I've been doing a little bit of work lately on maximum likelihood estimation (MLE), for cases where the data is normally-distributed and also for cases where the data is Poisson distributed. For these two cases, the likelihood $L$ is given by:</p>

<p>$$
L\\left ( \\mathbf{a} \\right ) = \\prod_{i} \\mathrm{P}\\left ( c_{i};m_{\\mathbf{a}}\\left ( x_{i} \\right ) \\right )
$$</p>

<p>Following the notation and steps of the first reference below, $\\mathrm{P}\\left ( c_{i};m_{\\mathbf{a}}\\left ( x_{i} \\right ) \\right )$ is the probability that a measurement gives $c_{i}$ if the true value is given by the model $m_{\\mathbf{a}}\\left ( x_{i} \\right )$, where $\\mathbf{a}$ is the set of parameters for the model. </p>

<p>For the two different distributions, the reference gives:</p>

<p>$$
L_{G}\\left ( \\mathbf{a} \\right ) = \\prod_{i} \\frac{1}{\\sqrt{2\\pi \\sigma_{i} ^{2}}} \\mathrm{e}^{-\\frac{\\left ( c_{i}-m_{\\mathbf{a}}\\left ( x_{i} \\right ) \\right )^{2}}{2\\sigma_{i} ^{2}}}
$$</p>

<p>for Gaussian distributed data, and</p>

<p>$$
L_{P}\\left ( \\mathbf{a} \\right ) = \\prod_{i} \\frac{\\left [m_{\\mathbf{a}}\\left ( x_{i} \\right )\\right ]^{c_{i}}}{c_{i}!}\\mathrm{e}^{-m_{\\mathbf{a}}\\left ( x_{i} \\right )}
$$</p>

<p>for Poisson-distributed data.</p>

<p>I'm happy following the subsequent steps to get a likelihood ratio test out. The steps involve calculating the negative-log of the likelihood, then finding a ratio based on maximising $L$ for a given model with respect to the global maximum of the likelihood $L$, i.e.</p>

<p>$$
\\frac{\\mathrm{max}_{\\mathbf{a}}\\;L(\\mathbf{c}|m_{\\mathbf{a}})}{\\mathrm{max}\\;L(\\mathbf{c}|\\mathbf{m})}
$$</p>

<p><strong>Edit</strong></p>

<p>This question is related: <a href=""http://stats.stackexchange.com/questions/25966/what-is-distribution-of-z-x-y-where-x-is-poisson-distributed-and-y-is?rq=1"">What is distribution of $Z = X + Y$ where $X$ is Poisson distributed and $Y$ is normally distributed?</a></p>

<p><strong>Question</strong></p>

<p>I'm comfortable with the MLE for Gaussian and Poisson data. The scenario I'm interested in is for mixed Poisson-Gaussian data. An example might be photons arriving at a detector, which will exhibit Poisson noise, and the signal from the detector then subsequently being corrupted by Gaussian noise (e.g. thermal noise in the electronics). The noise model is then a mix of Poisson and Gaussian noise.</p>

<p>What I want to do is test whether a Poisson, Gaussian or mixed model is most appropriate for various parameters (I don't necessarily know whether the Poisson data can be approximated by a Gaussian by the way, hence the question - it's what I'm trying to test!).</p>

<p>What would an appropriate likelihood function $L$ be? Is it just a sum of the Poisson and Gaussian likelihoods? If so, the log-likelihood will be a bit tricky to simplify, I believe? </p>

<p>I'm sure I'm missing something with this problem, I just haven't been able to make the leap from the two cases described above (I should add that it's been a bit of time since I did statistics in any serious depth). Any help much appreciated!</p>

<p><strong>References</strong></p>

<p>For this problem, I've been following the paper <em>""Comparison of maximum likelihood estimation and chi-square statistics applied to counting experiments""</em> by T. Hauschild and M. Jentschel (2001).</p>

<p><a href=""http://www.sciencedirect.com/science/article/pii/S0168900200007567"" rel=""nofollow"">Link</a> and
<a href=""http://dx.doi.org/10.1016/S0168-9002%2800%2900756-7"" rel=""nofollow"">DOI: 10.1016/S0168-9002(00)00756-7</a></p>
104725"
"@TLJ, should be: between variables and _standardized_ components. I've inserted the word. See please [here](http://stats.stackexchange.com/a/35653/3277): `Loadings are the coefficients to predict...` as well as [here](http://stats.stackexchange.com/a/65817/3277): `[Footnote: The components' values...]`. Loadings are coefficients to compute variables from standardized and orthogonal components, by virtue of what loadings are the covariances between these and those.",2014-01-23 13:56:56.0,"<p><strong>Principal components analysis and Linear discriminant analysis outputs</strong>; <em>iris data</em>.</p>

<p>I will not be drawing biplots because biplots can drawn with various normalizations and therefore may look different. Since I'm not <code>R</code> user I have difficulty to track down how you produced your plots, to repeat them. Instead, I will do PCA and LDA and show the results, in a manner similar to <a href=""http://stats.stackexchange.com/a/80576/3277"">this</a> (you might want to read). Both analyses done in SPSS.</p>

<p><strong>Principal components</strong> of <em>iris data</em>:</p>

<pre><code>The analysis will be based on covariances (not correlations) between the 4 variables.

Eigenvalues (component variances) and the proportion of overall variance explained
PC1   4.228241706    .924618723 
PC2    .242670748    .053066483 
PC3    .078209500    .017102610 
PC4    .023835093    .005212184 
# @Etienne's comment: 
# Eigenvalues are obtained in R by
# (princomp(iris[,-5])$sdev)^2 or (prcomp(iris[,-5])$sdev)^2.
# Proportion of variance explained is obtained in R by
# summary(princomp(iris[,-5])) or summary(prcomp(iris[,-5]))

Eigenvectors (cosines of rotation of variables into components)
              PC1           PC2           PC3           PC4
SLength   .3613865918   .6565887713  -.5820298513   .3154871929 
SWidth   -.0845225141   .7301614348   .5979108301  -.3197231037 
PLength   .8566706060  -.1733726628   .0762360758  -.4798389870 
PWidth    .3582891972  -.0754810199   .5458314320   .7536574253    
# @Etienne's comment: 
# This is obtained in R by
# prcomp(iris[,-5])$rotation or princomp(iris[,-5])$loadings

Loadings (eigenvectors normalized to respective eigenvalues;
loadings are the covariances between variables and standardized components)
              PC1           PC2           PC3           PC4
SLength    .743108002    .323446284   -.162770244    .048706863 
SWidth    -.173801015    .359689372    .167211512   -.049360829 
PLength   1.761545107   -.085406187    .021320152   -.074080509 
PWidth     .736738926   -.037183175    .152647008    .116354292    
# @Etienne's comment: 
# Loadings can be obtained in R with
# t(t(princomp(iris[,-5])$loadings) * princomp(iris[,-5])$sdev) or
# t(t(prcomp(iris[,-5])$rotation) * prcomp(iris[,-5])$sdev)

Standardized (rescaled) loadings
(loadings divided by st. deviations of the respective variables)
              PC1           PC2           PC3           PC4
SLength    .897401762     .390604412   -.196566721    .058820016
SWidth    -.398748472     .825228709    .383630296   -.113247642
PLength    .997873942    -.048380599    .012077365   -.041964868
PWidth     .966547516   -.048781602    .200261695    .152648309  

Raw component scores (Centered 4-variable data multiplied by eigenvectors)
     PC1           PC2           PC3           PC4
-2.684125626    .319397247   -.027914828    .002262437 
-2.714141687   -.177001225   -.210464272    .099026550 
-2.888990569   -.144949426    .017900256    .019968390 
-2.745342856   -.318298979    .031559374   -.075575817 
-2.728716537    .326754513    .090079241   -.061258593 
-2.280859633    .741330449    .168677658   -.024200858 
-2.820537751   -.089461385    .257892158   -.048143106 
-2.626144973    .163384960   -.021879318   -.045297871 
-2.886382732   -.578311754    .020759570   -.026744736 
-2.672755798   -.113774246   -.197632725   -.056295401 
... etc.
# @Etienne's comment: 
# This is obtained in R with
# prcomp(iris[,-5])$x or princomp(iris[,-5])$scores.
# Can also be eigenvector normalized for plotting

Standardized (to unit variances) component scores, when multiplied
by loadings return original centered variables.
</code></pre>

<p>It is important to stress that it is loadings, <em>not</em> eigenvectors, by which we typically interpret principal components (or factors in factor analysis) - if we need to interpret. Loadings are the regressional coefficients of modeling <em>variables by standardized components</em>. At the same time, because components don't intercorrelate, they are the <em>covariances</em> between such components and the variables. Standardized (rescaled) loadings, like correlations, cannot exceed 1, and are more handy to interpret because the effect of unequal variances of variables is taken off.</p>

<p>It is loadings, not eigenvectors, that are typically displayed on a <em>biplot</em> side-by-side with component scores; the latter are often displayed column-normalized.</p>

<hr>

<p><strong>Linear discriminants</strong> of <em>iris data</em>:</p>

<pre><code>There is 3 classes and 4 variables: min(3-1,4)=2 discriminants can be extracted.
Only the extraction (no classification of data points) will be done.

Eigenvalues and canonical correlations
(Canonical correlation squared is SSbetween/SStotal of ANOVA by that discriminant)
Dis1    32.19192920     .98482089 
Dis2      .28539104     .47119702
# @Etienne's comment:
# In R eigenvalues are expected from
# lda(as.factor(Species)~.,data=iris)$svd, but this produces
#   Dis1       Dis2
# 48.642644  4.579983
# @ttnphns' comment:
# The difference might be due to different computational approach
# (e.g. me used eigendecomposition and R used svd?) and is of no importance.
# Canonical correlations though should be the same.

Eigenvectors (here, column-normalized to SS=1: cosines of rotation of variables into discriminants)
              Dis1          Dis2
SLength  -.2087418215   .0065319640 
SWidth   -.3862036868   .5866105531 
PLength   .5540117156  -.2525615400 
PWidth    .7073503964   .7694530921

Unstandardized discriminant coefficients (proportionally related to eigenvectors)
              Dis1          Dis2
SLength   -.829377642    .024102149 
SWidth   -1.534473068   2.164521235 
PLength   2.201211656   -.931921210 
PWidth    2.810460309   2.839187853
# @Etienne's comment:
# This is obtained in R with
# lda(as.factor(Species)~.,data=iris)$scaling
# which is described as being standardized discriminant coefficients in the function definition.

Standardized discriminant coefficients
              Dis1          Dis2
SLength  -.4269548486   .0124075316 
SWidth   -.5212416758   .7352613085 
PLength   .9472572487  -.4010378190 
PWidth    .5751607719   .5810398645

Pooled within-groups correlations between variables and discriminants
              Dis1          Dis2
SLength   .2225959415   .3108117231 
SWidth   -.1190115149   .8636809224 
PLength   .7060653811   .1677013843 
PWidth    .6331779262   .7372420588 

Discriminant scores (Centered 4-variable data multiplied by unstandardized coefficients)
     Dis1           Dis2
-8.061799783    .300420621 
-7.128687721   -.786660426 
-7.489827971   -.265384488 
-6.813200569   -.670631068 
-8.132309326    .514462530 
-7.701946744   1.461720967 
-7.212617624    .355836209 
-7.605293546   -.011633838 
-6.560551593  -1.015163624 
-7.343059893   -.947319209
... etc.
# @Etienne's comment:
# This is obtained in R with
# predict(lda(as.factor(Species)~.,data=iris), iris[,-5])$x
</code></pre>

<p>About computations at extraction of discriminants in LDA please look <a href=""http://stats.stackexchange.com/a/48859/3277"">here</a>. We interpret discriminants usually by discriminant coefficients or standardized discriminant coefficients (the latter are more handy because differential variance in variables is taken off). This is like in PCA. But, note: the coefficients here are the regressional coefficients of modeling <em>discriminants by variables</em>, not vice versa, like it was in PCA. Because variables are not uncorrelated, the coefficients cannot be seen as covariances between variables and discriminants.</p>

<p>Yet we have another matrix instead which may serve as an alternative source of interpretation of discriminants - pooled within-group correlations between the discriminants and the variables. Because discriminants are uncorrelated, like PCs, this matrix is in a sense analogous to the standardized loadings of PCA.</p>

<p>In all, while in PCA we have the only matrix - loadings - to help interpret the latents, in LDA we have two alternative matrices for that. If you need to plot (biplot or whatever), you have to decide whether to plot coefficients or correlations.</p>

<p>And, of course, needless to remind that in PCA of iris data the components don't ""know"" that there are 3 classes; they can't be <em>expected</em> to discriminate classes. Discriminants do ""know"" there are classes and it is their natural job which is to discriminate.</p>
83114"
"thanks, i think it is better to speak with who has implemented the generator before reaching hasty conclusions.",2011-02-23 16:03:54.0,"<p>I have to demonstrate that a generator of VoIP calls generates calls uniformly distributed between callers.
In particular the distribution is the uniform (min, max) one where the volume per caller distribution is uniformly distributed between a minimum and maximum. So by running a test with 10000 users and a min value equal to 30 calls per week and a max value equal to 90 calls/week i obtain that not all the users respect this limits.</p>

<p>The situation is depicted in figure:</p>

<p>The few users that generate &lt;30 or >90 calls spoil the chi-square goodness of fit test and I don't know how can i proceed with a goodness of fit test. Most of the values is within the interval (and from these we obtain low chi-square value), but the few out-of-range values spoil the final chi-square calculation.</p>

<p>In your opinion what is the best way to operate? What should I do with the ""out-of-range""values? Thank you.</p>

<p>PS: the chi-square goodness-of-fit test performed is reported in the following figure:
<img src=""http://i.stack.imgur.com/ulmcI.png"" alt=""enter image description here""></p>

<p>where still I don't know what to do with the out-of-range values. </p>

<p><strong>UPDATE</strong></p>

<p>after talking with people linked with the project we concluded that the generator does not satisfy the uniform distribution. We have to do a theoretic analysis of what we expect really to be the distribution at the end of the generation based on the inputs.</p>

<p>This means that I have to do it!
More details: 
The generator assigns a ""probability"" between 0 and 1 to the callers (with a particular method, that probably is the problem). Then it generates a random value from 0 to 1 and it finds the associated user and assigns the call to him.</p>

<p>The generator generates calls for a week with the constant rate equal to 1 call per second, this means that it generates ca. 604800 total calls.</p>

<p>My goal is to distribute the callers between the min and max number of calls in a week. For example if I have 10000 users and the min limit is equal to 30 calls per week and max = 90 calls per week I should obtain something about:</p>

<p>30 calls : 163 users.</p>

<p>31 calls : 163 users.</p>

<p>....</p>

<p>90 calls : 163 users.</p>

<p>So 163 users generate 30 calls in a week..etc, etc and finally 163 users generate 90 calls in a week. How should I assign the probability to callers in order that the generator distributes the callers uniformly between the range 30-90?</p>
7542"
"Anderson, you should double check caburke's proposed edit (as in his comment); if you think it's wrong when it gets approved it can be rolled back... but I think you should look at it closely.",2013-10-08 02:57:25.0,"<p>I am trying to integrate the following function over $x$ and $g$:</p>

<p>$f(z)= \\int_{a/z}^{d} \\int_{a}^{zg} \\frac{e^{-(g-\\mu)^2/2\\sigma^2}}{x^{2/3+1}} dx~dg$</p>

<p>When I integrate over $x$ I get:</p>

<p>$f(z)= 3 \\int_{a/z}^{d} {e^{-(g-\\mu)^2/2\\sigma^2}}((gz)^{-2/3}-a^{-2/3})dg$
After re-arrangement we get two terms, one of the is easy to solve, the other one is this:</p>

<p>$f(z)= 3z^{\\frac{-2}{3}} \\int_{a/z}^{d} {e^{\\frac{-(g-\\mu)^2}{2\\sigma^2}}}g^{\\frac{-2}{3}}dg$</p>

<p>At this point I am not able to solve the integration.</p>

<p>Any Idea how to do that, I did it in Mathematica and Matlab but I came up empty. Any ideas recommendations will be highly appreciated.</p>
72200"
"@AdamO	As long as we are talking about breast cancer, I've helped develop ML tools that can optimise breast cancer multi agent chemotherapy treatment regimens.  We had NO PROBLEM whatsoever explaining our methods to oncologists!",2013-02-07 19:42:29.0,"<p>Machine Learning is a specialized field of high dimensional applied statistics. It also requires considerable programming background which isn't necessary for a good quantitative program, especially at the undergraduate level but also to some extent at the graduate level. It has application only to the prediction aspect of statistics, whereas mathematical statistics as well as inferential and descriptive applied statistics require attention. Many programs offer students the chance to have a great deal of exposure to machine learning (CMU for instance), but industrial statisticians on the whole rarely get the chance to apply these tools, barring certain high profile tech jobs.</p>

<p>While I have recently seen many data scientist and machine learning positions in the job market, I think the general job description of ""statistician"" does not require a machine learning background, but <em>does</em> require an impeccable understanding of basic statistics, inference, and communication: these should really be the core of a graduate statistics program. Machine learning and data science are also relatively new as job titles and as disciplines. It would be a disservice to those seeking employment as statisticians to sway their problem solving strategies toward machine learning if it's mostly abandoned in business/pharma/bioscience enterprise for underwhelming efficacy in 10 or 20 years.</p>

<p>Lastly, I don't feel that machine learning tremendously enhances a solid understanding of statistics. Statistics is fundamentally a cross-disciplinary field and it's important to communicate and convince non-technical experts in your field (such as doctors, CFOs, or administrators) exactly why you chose the methodology you did choose. Machine learning is such a niche, highly technical field that, in many applied practices, only promises incrementally better performance than standard tools and techniques. Many of the methods in supervised and unsupervised learning are perceived by non-experts (and even some less trained experts) as ""black box"". When asked to defend their choice of a specific learning method, there are explanations that fall flat and draw on none of the applied problem motivated circumstances. This is a great risk to advising any decision making process.</p>
49530"
The input data can be treated as: binary and integer values,2011-08-24 19:45:51.0,"<p>Pretty much every learning algorithm I know could handle a dataset with 10,000 rows.  Random Forests, SVMs, boosted trees, penalized linear models, knn, etc. etc.  I've fit all of these models on datasets of that size on a pretty standard laptop (4GB ram, core i5 processor).</p>

<p>You can start to hit computational limits on a dataset of that size when you start re-sampling and cross-validating to avoid over-fitting.</p>

<p>I guess the answer to your question is ""How much time do you have?""  Maybe waiting a few hours to cross-validate a 10x10 grid of parameters is more than you can spare.</p>

<p>Here's some example code in R.  Input is a random matrix with 5 columns and 2000 rows (10000 values).  Output is a binary vector with 2000 values.  I tried a random forest, an SVM, a penalized linear model, a KNN model, and a neural network.  All the models fit the entire dataset in under 1.5 seconds.  Tuning the models using bootstrapped re-samples took up to ~2 minutes each (although some models were quicker).</p>

<p>Here's the code:</p>

<pre><code>#Setup
rm(list = ls(all = TRUE))
set.seed(1)

#Generate an input matrix with 10,000 values
#2,000 rows, 5 columns
X &lt;- data.frame(replicate(5, rnorm(2000)))

#Construct Y using X
Y &lt;- runif(1)*X[,1]*X[,2]^2+runif(1)*X[,3]/X[,4]

#Convert Y to binary
Y &lt;- as.factor(ifelse(sign(Y)&gt;0,'X1','X0'))

#Create bootstap samples for fitting models
library(caret)
tmp &lt;- createResample(Y,times = 25)
myCtrl &lt;- trainControl(method = ""boot"", index = tmp, timingSamps = 10)

#Fit models
RFmodel &lt;- train(X,Y,method='rf',trControl=myCtrl,tuneLength=1)         #Random Forest
SVMmodel &lt;- train(X,Y,method='svmRadial',trControl=myCtrl,tuneLength=3) #Support Vector Machine
GLMmodel &lt;- train(X,Y,method='glmnet',trControl=myCtrl,tuneLength=10)   #Penalized linear model
KNNmodel &lt;- train(X,Y,method='knn',trControl=myCtrl,tuneLength=10)      #Nearest-neighbors
NNmodel &lt;- train(X,Y,method='nnet',trControl=myCtrl,tuneLength=3, trace = FALSE) #Neural network

#Assess re-sampled (out of sample) accuracy
resamps &lt;- resamples(
        list(   RF = RFmodel,
                SVM = SVMmodel,
                GLMnet = GLMmodel,
                KNN = KNNmodel,
                NN = NNmodel
                ))
summary(resamps)
dotplot(resamps, metric = ""Accuracy"")

#Assess run-time (in seconds)
resamps$timings
</code></pre>

<p>And here's the results:</p>

<pre><code>Accuracy :
         Min. 1st Qu. Median   Mean 3rd Qu.   Max.
RF     0.8972  0.9062 0.9261 0.9205  0.9280 0.9490
SVM    0.8313  0.8437 0.8527 0.8546  0.8634 0.8800
GLMnet 0.6613  0.6808 0.6862 0.6918  0.6995 0.7295
KNN    0.8158  0.8244 0.8344 0.8368  0.8492 0.8661
NN     0.7592  0.7943 0.8003 0.8047  0.8231 0.8352

Run Time (seconds):
       Everything FinalModel Prediction
RF          33.80       1.28       0.03
SVM        110.76       1.17       0.01
GLMnet     104.21       0.05       0.01
KNN         17.09       0.00       0.02
NN          76.51       0.51       0.00
</code></pre>

<p>As a graph:
<img src=""http://i.stack.imgur.com/KBrme.png"" alt=""Acc.""></p>
14773"
"@NickCox: thanks (we will probably have to delete all these comments once we clear this out...). It is possible that I did not understand but when the OP wrote 'make, model, year of manufacture, price' I immediately thought of a n by 5 matrix of data.",2013-08-20 01:01:39.0,"<p>The only standardizations that ensure the same limits are those based on the minimum and maximum such as (value $-$ minimum) / (maximum $-$ minimum) but these would usually be considered far from robust, if robust here means resistant to outliers, which is far from the only sense. </p>

<p>(value $-$ mean) / SD is very commonly used, but again that is not robust in the usual sense. (value $-$ median) / IQR is more robust. </p>

<p>You may be working with some other definition of robust, in which case you would need to spell it out here. </p>

<p>Your example of a hypothesis, ""the distribution of prices had a different shape in the past"", is rather general. </p>

<p>On a variety of grounds, I suspect that your problem would be simpler if you used a quite different approach and looked at logarithm of price. That should pull in outliers. That's not completely arbitrary because it is so common to talk of prices in general rising (sometimes falling) by some percentage, which corresponds to a shift of log price by the corresponding constant. Much here depends on whether you, and especially your likely readership, are comfortable with thinking on a logarithmic scale. </p>

<p>An alternative used by Howard Wainer for car prices is the reciprocal. An accessible summary of his article can be found at <a href=""http://mahalanobis.twoday.net/stories/908248/"" rel=""nofollow"">http://mahalanobis.twoday.net/stories/908248/</a> </p>

<p>I'd expect that looking at a variety of graphs (histograms or even better quantile plots) would help to see what kinds of changes there have been to the distribution over time. </p>
67807"
"I really don't have time to give a more thorough answer right now, I hope someone else will, or that you can find a useful discussion of contrasts and interactions online. I will just repeat that **the meaning of the LanguageL2 parameter DIFFERS** between the first and second models; you can't just say ""one model says LanguageL2 is not important, the other says it is"" (you should also not be interpreting p-values as denoting ""importance"").",2014-03-20 19:02:17.0,"<p>I have run LMM models with different reference categories and this yield different results: </p>

<pre><code>&gt; summary(lmer3)
Linear mixed model fit by maximum likelihood ['merModLmerTest']
Formula: v000001 ~ (1 | item) + (1 + color | speaker) + Language * color *      sex 
   Data: data1.frame 

      AIC       BIC    logLik  deviance 
16279.975 16377.355 -8119.988 16239.975 

Random effects:
 Groups   Name        Variance  Std.Dev.  Corr       
 speaker  (Intercept) 8.904e+05 9.436e+02            
          colorblue   1.821e+05 4.267e+02 -0.35      
          colorred    3.428e+05 5.855e+02 -0.44  1.00
 item     (Intercept) 9.502e-06 3.083e-03            
 Residual             1.067e+06 1.033e+03            
Number of obs: 962, groups: speaker, 53; item, 10

Fixed effects:
                                  Estimate Std. Error       df t value Pr(&gt;|t|)
(Intercept)                       10664.67     318.69    38.45  33.464   &lt;2e-16
Languagel2_like                     391.48     421.40    42.13   0.917   0.3642
colorblue                          -179.31     211.02    44.50  -0.850   0.4000
colorred                            116.96     241.44    36.27   0.484   0.6310
sexmale                            -168.01     450.11    38.26  -0.373   0.7110
Languagel2_like:colorblue           758.22     301.01    54.20   2.519   0.0147
Languagel2_like:colorred            463.37     344.01    45.73   1.344   0.1857
Languagel2_like:sexmale            -811.49     607.85    43.49  -1.326   0.1917
colorblue:sexmale                   342.76     294.97    42.57   1.162   0.2517
colorred:sexmale                     13.25     337.44    34.81   0.039   0.9689
Languagel2_like:colorblue:sexmale  -721.37     438.78    54.19  -1.644   0.1059
Languagel2_like:colorred:sexmale   -605.76     497.75    45.29  -1.216   0.2304

(Intercept)                       ***
Languagel2_like                      
colorblue                            
colorred                            
sexmale                              
Languagel2_like:colorblue         *  
Languagel2_like:colorred            
Languagel2_like:sexmale              
colorblue:sexmale                    
colorred:sexmale                     
Languagel2_like:colorblue:sexmale    
Languagel2_like:colorred:sexmale     
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1
</code></pre>

<p>And this is the second model:</p>

<pre><code>&gt; summary(lmer43)
Linear mixed model fit by maximum likelihood ['merModLmerTest']
Formula: v000001 ~ (1 | item) + (1 + color3 | speaker) + Language * color3 *      sex 
   Data: data1.frame 

      AIC       BIC    logLik  deviance 
16279.975 16377.355 -8119.988 16239.975 

Random effects:
 Groups   Name        Variance  Std.Dev.  Corr       
 speaker  (Intercept) 7.945e+05 8.913e+02            
          color3white 1.821e+05 4.268e+02 -0.11      
          color3red   2.761e+04 1.661e+02 -0.24 -0.94
 item     (Intercept) 4.961e-06 2.227e-03            
 Residual             1.067e+06 1.033e+03            
Number of obs: 962, groups: speaker, 53; item, 10

Fixed effects:
                                   Estimate Std. Error       df t value
(Intercept)                        10485.36     305.33    39.57  34.341
Languagel2_like                     1149.70     399.61    43.91   2.871
color3white                          179.31     211.03    44.50   0.850
color3red                            296.27     167.08   125.59   1.773
sexmale                              174.75     430.05    38.94   0.406
Languagel2_like:color3white         -758.22     301.01    54.10  -2.519
Languagel2_like:color3red           -294.85     244.46   159.09  -1.206
Languagel2_like:sexmale            -1532.85     577.70    44.74  -2.648
color3white:sexmale                 -342.76     294.98    42.57  -1.162
color3red:sexmale                   -329.51     228.57   113.99  -1.442
Languagel2_like:color3white:sexmale  721.36     438.78    54.10   1.644
Languagel2_like:color3red:sexmale    115.61     351.65   162.98   0.329
                                   Pr(&gt;|t|)    
(Intercept)                         &lt; 2e-16 ***
Languagel2_like                     0.00627 ** 
color3white                         0.40004    
color3red                           0.07862 .  
sexmale                             0.68671    
Languagel2_like:color3white         0.01477 *  
Languagel2_like:color3red           0.22953    
Languagel2_like:sexmale             0.01114 *  
color3white:sexmale                 0.25171    
color3red:sexmale                   0.15215    
Languagel2_like:color3white:sexmale 0.10602    
Languagel2_like:color3red:sexmale   0.74275    
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1
</code></pre>

<p>Is it possible to report results from two models? (I know that very little of people would do this but these two models give different pictures). What should I do? Which one should I believe?    </p>
90758"
"@probabilityislogic, A simple example which I believe shows where your limiting argument fails is to consider $p(x) = 1_{(x \\in (0,1/2)\\cap\\mathbf{Q})} + 2 1_{(x \\in (1/2,1))}$. Then $p(x)$ is zero on a subset of $(0,1/2)$ with positive measure, but $p(x) \\not\\to 0$ for any $x \\in (0,1/2)$. So your limit argument needs further conditions, even if it were to otherwise work. A sort of work-around is not to focus on the limits of $p$, but instead to define $x \\log x$ on $[0,\\infty]$ via an extension by continuity. The other problems with your development would still remain, however.",2011-02-05 13:23:23.0,"<p>Yes there does, Bernardo and Reuda defined something called the ""intrinsic discrepancy"" which for all purposes is a ""symmetrised"" version of the KL-divergence.  Taking the KL divergence from $P$ to $Q$ to be $\\kappa(P \\mid Q)$  The intrinsic discrepancy is given by:</p>

<p>$$\\delta(P,Q)\\equiv \\min \\big[\\kappa(P \\mid Q),\\kappa(Q \\mid P)\\big]$$</p>

<p>Searching intrinsic discrepancy (or bayesian reference criterion) will give you some articles on this measure.</p>

<p>In your case, you would just take the KL-divergence which is finite.</p>

<p>Another alternative measure to KL is Hellinger distance</p>

<p><em>EDIT: clarification, some comments raised suggested that the intrinsic discrepancy will not be finite when one density 0 when the other is not.  This is not true if the operation of evaluating the zero density is carried out as a limit</em> $Q\\rightarrow 0$ <em>or</em> $P\\rightarrow 0$ <em>.  The limit is well defined, and it is equal to $0$ for one of the KL divergences, while the other one will diverge.  To see this note:</em></p>

<p>$$\\delta(P,Q)\\equiv \\min \\Big[\\int P \\,\\log \\big(\\frac{P}{Q}\\big),\\int Q \\log \\big(\\frac{Q}{P}\\big)\\Big]$$</p>

<p>Taking limit as $P\\rightarrow 0$ over a region of the integral, the second integral diverges, and the first integral converges to $0$ over this region (assuming the conditions are such that one can interchange limits and integration).  This is because $\\lim_{z\\rightarrow 0} z \\log(z) =0$. Because of the symmetry in $P$ and $Q$ the result also holds for $Q$.</p>
6909"
