version,isuserpro,isuserstaff,haspaywall,israted,isoriginal,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetrated,subsetdeduplicated,subsetrateddeduplicated,path_metadata,hasmetadata_isuserpublisher_isofficial_isdraft_hasannotations_subsetall
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Peas upon a Trencher,Peas upon a Trencher,,Misc tunes,,,1,1,0,30720,31.999999999173333,16,64,112,7.0,3,0,False,115,2.54344714516518,1.0,0.9505208333333334,/data2/zachary/musescore/data/T/F/QmTFLxFgtgLRj24bU3ir3sUzhL73R1b2c85BALNbVhozCv.mscz,False,/data2/zachary/musescore/data/T/F/QmTFLxFgtgLRj24bU3ir3sUzhL73R1b2c85BALNbVhozCv.mscz,False,/data2/zachary/musescore/data/V/S/QmVSRbazUGRaL549wjt7mF26yH46qQTKpWoAhCDmJYLXym.mscz,False,False,False,False,./data/Y/Y/QmYY352YuwY3DZwrGMRs9KF7DWPqtQMoRMhh4cavTVnFhR.json./metadata/4/4577149.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,All Wise All Good Almighty Lord,All Wise All Good Almighty Lord - Charles Wesley,,Charles Wesley,James McGranahan 1901,,0,2,0-0,19680,20.49999999947041,13,37,176,13.538461538461538,2,0,False,178,2.574193588104942,0.9741935483870968,0.9583333333333334,/data2/zachary/musescore/data/X/p/QmXpsYKGTypzkMFCsGky5a4zCzKixtV77Xfpve5bqDi1Ua.mscz,True,/data2/zachary/musescore/data/X/p/QmXpsYKGTypzkMFCsGky5a4zCzKixtV77Xfpve5bqDi1Ua.mscz,True,/data2/zachary/musescore/data/X/p/QmXpsYKGTypzkMFCsGky5a4zCzKixtV77Xfpve5bqDi1Ua.mscz,True,False,True,False,./data/X/p/QmXpsYKGTypzkMFCsGky5a4zCzKixtV77Xfpve5bqDi1Ua.json./metadata/4/5764628.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Cyffylogyn y coed,Cyffylogyn y coed,Woodcock The,Misc tunes,,,1,1,0,28800,29.999999999225,19,60,99,5.2105263157894735,17,0,False,116,2.362151092556662,1.0,0.9305555555555556,/data2/zachary/musescore/data/b/z/QmbzySFTJP32wZy5kLxHTkSSAUfh3CDU6TWpF5muJ2FNjo.mscz,False,/data2/zachary/musescore/data/b/z/QmbzySFTJP32wZy5kLxHTkSSAUfh3CDU6TWpF5muJ2FNjo.mscz,False,/data2/zachary/musescore/data/a/B/QmaBJvYVZSnYPa9Rx9tnwqfkEE8i46BteD4gjaVwameP1X.mscz,True,False,True,False,./data/a/B/QmaBJvYVZSnYPa9Rx9tnwqfkEE8i46BteD4gjaVwameP1X.json./metadata/5/4972236.json,TrueFalseFalseFalseTrueTrue
2.06,False,False,False,False,False,False,False,0,7,308,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,,Hallelujah Solo and Bass,Solo + Bas,,Leonard Cohen,,0,2,52-52,194640,124.7692307675432,130,748,640,4.923076923076923,1,573,True,1214,2.680521094538638,0.9921752738654148,0.9141914191419142,/data2/zachary/musescore/data/Z/S/QmZS9sPv4pE2YMHM6UXGo6chi3NsmbTtm3aYFB6yej5UvC.mscz,False,/data2/zachary/musescore/data/N/u/QmNuWYbZUojChtPYmRCn98M5xpKMUBmiGJrx7B5M6nhMbb.mscz,True,/data2/zachary/musescore/data/N/u/QmNuWYbZUojChtPYmRCn98M5xpKMUBmiGJrx7B5M6nhMbb.mscz,True,False,True,False,./data/N/u/QmNuWYbZUojChtPYmRCn98M5xpKMUBmiGJrx7B5M6nhMbb.json./metadata/2/5059734.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,folk,,,Off to California,Off to California,the Whiskey Hornpipe,Misc Traditional,,,1,1,0,56160,116.9999999940525,34,63,209,6.147058823529412,5,0,False,214,2.5024231081594186,1.0,0.9497126436781608,/data2/zachary/musescore/data/T/B/QmTBjUL145AuRg5QVLbjfbebuj21hV9RpJtpsHdRrsYVHZ.mscz,False,/data2/zachary/musescore/data/Z/X/QmZXERzGpvYoa9SS3e2mmP6XUkx8Xsith3YibTShrfTkvD.mscz,False,/data2/zachary/musescore/data/Z/G/QmZG2iPB2cHqjU4Ra5pRZrgjYRicEXTcWJBvmyyzadfhxa.mscz,False,False,False,False,./data/P/j/QmPjCk3ntLWvEyNLvRWc3nFByqzidxXYFCWTT4KxCWofqS.json./metadata/4/4852712.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Quick Step. JBut.563 A,Quick Step. JBut.563 A,,Misc tunes,,,1,1,0,84480,96.00017454328464,88,176,420,4.7727272727272725,14,0,False,434,2.707836014983154,1.0,0.8915719696969697,/data2/zachary/musescore/data/T/6/QmT68V2tC3LgNpzUZbXc98UYzyV2Kazu44ArdCNKsVXC9N.mscz,False,/data2/zachary/musescore/data/T/6/QmT68V2tC3LgNpzUZbXc98UYzyV2Kazu44ArdCNKsVXC9N.mscz,False,/data2/zachary/musescore/data/T/6/QmT68V2tC3LgNpzUZbXc98UYzyV2Kazu44ArdCNKsVXC9N.mscz,False,False,False,False,./data/V/q/QmVq2yPBQXunJkLWoFnJi7XJivvQQz7avh78PSBNpxuNaG.json./metadata/3/4978065.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,CA' THE WETHERS TO THE HILL,CA' THE WETHERS TO THE HILL,,Misc tunes,,,1,1,0,30720,31.999999999173333,20,68,124,6.2,7,0,False,131,2.5303427533908383,1.0,0.9375,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/X/f/QmXfhRNpq4ob3NCk8tuCdJRWrbQmDqt1z4wojuEfxsPSTE.json./metadata/1/4859496.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,True,False,False,0,1,187,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,KuchyÅská bubenická show,KuchyÅská bubenická show,Skladba pro kuchyÅské nádobí,pepacechticky1,Marie Theodor a Josef ÄechtiÄtí,,0,7,0-0-0-0-48-48-48,48000,49.99999999870833,25,100,518,20.72,2,0,False,520,2.081249066184577,0.9055441478439424,0.9633333333333334,/data2/zachary/musescore/data/Z/D/QmZDBow2m9DQWXGdqhyAkp7bDqGku5uhZFJhkS9jd3JpZM.mscz,True,/data2/zachary/musescore/data/Z/D/QmZDBow2m9DQWXGdqhyAkp7bDqGku5uhZFJhkS9jd3JpZM.mscz,True,/data2/zachary/musescore/data/Z/D/QmZDBow2m9DQWXGdqhyAkp7bDqGku5uhZFJhkS9jd3JpZM.mscz,True,False,True,False,./data/Z/D/QmZDBow2m9DQWXGdqhyAkp7bDqGku5uhZFJhkS9jd3JpZM.json./metadata/9/6400138.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Double chant in G major II,Double chant in G major II - William Henry Havergal,,William Henry Havergal,,,0,3,73-73-73,26880,27.999999999276667,14,56,174,12.428571428571429,8,0,False,182,2.599021780849076,1.0,0.9702380952380952,/data2/zachary/musescore/data/P/k/QmPkbaazcUfmwJYgNz6zo8SEwxSuEdDqcjpuZdMa97wJDk.mscz,False,/data2/zachary/musescore/data/b/V/QmbVbUZwv65WADftEN81rBXdcrspdECWuFY4hwakk3oEKV.mscz,False,/data2/zachary/musescore/data/W/v/QmWvztvm3HamuaV5GqoY4kRhxw88ccqENUzoA9thFDCYJ9.mscz,False,False,False,False,./data/U/Z/QmUZmCVF1oS996PAJq4U75p5Wrm96UuG5o2oDfHnW2iD1p.json./metadata/9/5756003.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Peggy Bawn,Peggy Bawn,,Misc tunes,,,1,1,0,24480,25.49999999934125,19,52,75,3.947368421052632,5,0,False,80,2.6919344699760126,1.0,0.9114583333333334,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/V/g/QmVgWWpUXpSAStdFarRCFaPFeuwtdUeu6TJ1X1B9Mg6bhf.json./metadata/8/4665043.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Old Grey Gander,Traditional music - The Old Grey Gander,,Misc tunes,Trad,,1,1,0,30720,63.999999996746666,16,32,112,7.0,4,0,False,116,2.5604247163445466,1.0,0.9622395833333334,/data2/zachary/musescore/data/Y/w/QmYwkHYh6nhAYweCfesRXnk53wLbneeFAZvcz5UeDDGB1W.mscz,False,/data2/zachary/musescore/data/Y/w/QmYwkHYh6nhAYweCfesRXnk53wLbneeFAZvcz5UeDDGB1W.mscz,False,/data2/zachary/musescore/data/N/Z/QmNZTsvzAA2hcdpETawMLMg2XokiGsdcJbUNfGRkLHrM6h.mscz,False,False,False,False,./data/c/J/QmcJ5uSFo5GkFgtjHHnqu38CsGbsePryyeLA5TX1AbRjub.json./metadata/2/4569978.json,TrueFalseFalseFalseTrueTrue
2.06,False,False,False,False,False,False,False,0,0,63,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,,Etude No. 58,,,,,0,1,47,66720,55.59999999857293,35,140,217,6.2,95,0,False,312,1.524677260854412,1.0,0.974877450980392,/data2/zachary/musescore/data/e/e/QmeeyuCLejKLoN7BD64J673xxUXfUaYaZxYZYcTriT1Vnm.mscz,False,/data2/zachary/musescore/data/a/t/QmatxydDkgZ5Uw98Mb881dUrfyxjA227ar4sTKzw7v6qYa.mscz,True,/data2/zachary/musescore/data/a/t/QmatxydDkgZ5Uw98Mb881dUrfyxjA227ar4sTKzw7v6qYa.mscz,True,False,True,False,./data/a/t/QmatxydDkgZ5Uw98Mb881dUrfyxjA227ar4sTKzw7v6qYa.json./metadata/6/5251081.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Safely Safely,Safely Safely - William Henry Monk,,William Henry Monk,William Henry Monk 1889,,0,2,0-0,29280,30.499999999212083,16,59,225,14.0625,2,0,False,227,2.7474137682550523,0.972972972972973,0.9666666666666668,/data2/zachary/musescore/data/d/n/QmdnNbgjzHHuFDRtdLSWEnNZRoR4vqqRRBfMUrZHSv6GPD.mscz,True,/data2/zachary/musescore/data/d/n/QmdnNbgjzHHuFDRtdLSWEnNZRoR4vqqRRBfMUrZHSv6GPD.mscz,True,/data2/zachary/musescore/data/d/n/QmdnNbgjzHHuFDRtdLSWEnNZRoR4vqqRRBfMUrZHSv6GPD.mscz,True,False,True,False,./data/d/n/QmdnNbgjzHHuFDRtdLSWEnNZRoR4vqqRRBfMUrZHSv6GPD.json./metadata/7/5798612.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,True,False,False,False,1,3,423,7,4.39,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Elizabethan Serenade,The Elizabethan Serenade,,Ronald Binge,,,1,1,0,70080,72.99999999811416,50,146,146,2.92,43,0,False,189,2.5078049652586643,1.0,0.9565972222222222,/data2/zachary/musescore/data/a/u/QmauWume6gHFU1T937ZtWeRM9YP2vhQashEtayM69172Md.mscz,True,/data2/zachary/musescore/data/a/u/QmauWume6gHFU1T937ZtWeRM9YP2vhQashEtayM69172Md.mscz,True,/data2/zachary/musescore/data/a/u/QmauWume6gHFU1T937ZtWeRM9YP2vhQashEtayM69172Md.mscz,True,True,True,True,./data/a/u/QmauWume6gHFU1T937ZtWeRM9YP2vhQashEtayM69172Md.json./metadata/7/4930348.json,TrueFalseFalseFalseTrueTrue
3.01,False,False,False,True,False,False,False,0,54,2211,26,4.58,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,pop,,nonjeneregretterien-violin,non je ne regrette rien,Non Je Ne Regrette Rien,,Édith Piaf,Charles DumontSung by Edith Piaf,,0,1,40,124800,69.49999999896085,46,521,177,3.847826086956522,12,0,False,189,2.573903811732853,0.9943502824858758,0.9112903225806452,/data2/zachary/musescore/data/a/u/QmauhxjRfkYgd3KGdCEg8V1C5dSi7YvXeLRywbiq5auK6H.mscz,True,/data2/zachary/musescore/data/a/u/QmauhxjRfkYgd3KGdCEg8V1C5dSi7YvXeLRywbiq5auK6H.mscz,True,/data2/zachary/musescore/data/a/u/QmauhxjRfkYgd3KGdCEg8V1C5dSi7YvXeLRywbiq5auK6H.mscz,True,True,True,True,./data/a/u/QmauhxjRfkYgd3KGdCEg8V1C5dSi7YvXeLRywbiq5auK6H.json./metadata/5/5915020.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,56,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,folk,,,Jan Klaassen,Traditional music - Jan Klaassen,,Misc Traditional,Trad.,,1,1,0,78240,81.49999999789458,43,163,271,6.3023255813953485,13,0,False,284,2.6281463629065223,1.0,0.9588541666666668,/data2/zachary/musescore/data/S/m/QmSmhnE3LgPuq4mkMuaUbq1zmrCSMMCgeQyBuQcUhvqTCD.mscz,False,/data2/zachary/musescore/data/S/m/QmSmhnE3LgPuq4mkMuaUbq1zmrCSMMCgeQyBuQcUhvqTCD.mscz,False,/data2/zachary/musescore/data/e/Z/QmeZEEFyPTsnwQH3ppTUuatb96QDzYp412cEecxidAVvSy.mscz,True,False,True,False,./data/e/Z/QmeZEEFyPTsnwQH3ppTUuatb96QDzYp412cEecxidAVvSy.json./metadata/8/4555541.json,TrueFalseFalseFalseTrueTrue
3.01,False,False,False,False,True,False,False,0,0,31,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,The Ripper's Night,The Ripper's Night,,jskfbjsn018,,,2,1,0,246000,109.8215854579566,114,1026,1948,17.087719298245613,405,0,False,2353,2.7546218909574502,0.9825462012320328,0.94996719160105,/data2/zachary/musescore/data/Z/c/QmZc9PT4Fi6oJ3DqbHxoucihajNNoFqTksKQPgoMg4jBY6.mscz,True,/data2/zachary/musescore/data/Z/c/QmZc9PT4Fi6oJ3DqbHxoucihajNNoFqTksKQPgoMg4jBY6.mscz,True,/data2/zachary/musescore/data/Z/c/QmZc9PT4Fi6oJ3DqbHxoucihajNNoFqTksKQPgoMg4jBY6.mscz,True,False,True,False,./data/Z/c/QmZc9PT4Fi6oJ3DqbHxoucihajNNoFqTksKQPgoMg4jBY6.json./metadata/9/5952095.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,7,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Der Herr sprach zu meinem Herren (Psalm 110) SWV 22,Der Herr sprach zu meinem Herren (Psalm 110) SWV 22 - Heinrich Schütz,,Heinrich Schütz,Der Herr sprach zu meiem Herren - Schütz,,0,14,40-40-40-41-42-42-68-68-68-68-73-73-73-73,214080,570.6666666375127,105,221,2650,25.23809523809524,40,1712,True,4402,3.0052365442040023,0.9225379525107046,0.958521021021021,/data2/zachary/musescore/data/Y/K/QmYK34Tz9WMEABsoyXhCnaam9rSZn64GWn1CQPS62xcRzm.mscz,False,/data2/zachary/musescore/data/d/X/QmdX5MqPtb8zndgxj7Zpew8fWA2Sj4bNnXjnF5eS5ZCSF4.mscz,True,/data2/zachary/musescore/data/d/X/QmdX5MqPtb8zndgxj7Zpew8fWA2Sj4bNnXjnF5eS5ZCSF4.mscz,True,False,True,False,./data/d/X/QmdX5MqPtb8zndgxj7Zpew8fWA2Sj4bNnXjnF5eS5ZCSF4.json./metadata/1/5757865.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Sliabh Lucan,The Sliabh Lucan,,Misc tunes,,,1,1,0,30720,31.999999999173333,36,68,148,4.111111111111111,4,0,False,152,2.5736231015145794,1.0,0.8997395833333334,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,False,False,False,./data/P/e/QmPeQBcL2E4k56GJBnD8XriJHN8iV3k3fhXekmwGPuhuAt.json./metadata/0/4836907.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Some day 'twill all be over,Some day 'twill all be over - Chas. H. Gabriel,,Chas. H. Gabriel,Charles Hutchinson Gabriel,,0,2,0-0,35040,36.49999999905708,26,69,379,14.576923076923077,6,177,True,562,3.2166779314754184,0.8757225433526011,0.9247685185185184,/data2/zachary/musescore/data/a/4/Qma4Yh5uqMLmSCX27bBryh51KKYNwkvihMCRtXvZd4vLWb.mscz,False,/data2/zachary/musescore/data/Z/W/QmZWqNuTzW5cSqWxEvvZuRbA9zNXqXNuFekEqL1drHRJKT.mscz,False,/data2/zachary/musescore/data/R/D/QmRDnPnmZ7JQSEzUaPxftgjgD5hKaW2P6nzu544RmKoFYo.mscz,True,False,True,False,./data/R/D/QmRDnPnmZ7JQSEzUaPxftgjgD5hKaW2P6nzu544RmKoFYo.json./metadata/8/5805668.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,ØØªØÙØ ÙÙ Ø¹ØØ ØÙØ³ÙØ,ØØªØÙØ ÙÙ Ø¹ØØ ØÙØ³ÙØ - Adel Wassef Ø¹ØØÙ ÙØØµÙ,,Adel Wassef Ø¹ØØÙ ÙØØµÙ,,,1,1,0,27840,17.349965799834216,39,117,74,1.8974358974358967,2,0,False,76,3.071590778448359,0.8513513513513513,0.8809523809523809,/data2/zachary/musescore/data/X/g/QmXgiAirExsHkQiyMtyfny5qLJZem5exEQNmbq1HHAAzJ6.mscz,False,/data2/zachary/musescore/data/X/g/QmXgiAirExsHkQiyMtyfny5qLJZem5exEQNmbq1HHAAzJ6.mscz,False,/data2/zachary/musescore/data/P/f/QmPfBEC2jVxpku9GmEUDZhx8vFssgGaESMkEX2LkEMTzwh.mscz,False,False,False,False,./data/V/J/QmVJihgc3zDPgH4eGcSoDibdvi4o82i12YvpGShbZxJ8LX.json./metadata/9/5780343.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Hark! the springtide breezes pass the news along,Hark! the springtide breezes pass the news along - Joseph W. Lerman,,Joseph W. Lerman,Joseph W. Lerman,,0,2,0-0,64800,67.49999999825626,68,136,876,12.882352941176473,12,191,True,1079,2.7621113281624803,0.9794520547945206,0.952020202020202,/data2/zachary/musescore/data/V/B/QmVB1KYzFSZzvhWaKhTh9BwJ2Efow2KaejT9wsvQsr3WN9.mscz,False,/data2/zachary/musescore/data/P/f/QmPfEUKvEVY4HawkhXqDhsj3HsaoUoceu91W3beiPibiVp.mscz,True,/data2/zachary/musescore/data/P/f/QmPfEUKvEVY4HawkhXqDhsj3HsaoUoceu91W3beiPibiVp.mscz,True,False,True,False,./data/P/f/QmPfEUKvEVY4HawkhXqDhsj3HsaoUoceu91W3beiPibiVp.json./metadata/9/5780982.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Si ie me plains,Si ie me plains - Nicolas Pagnier,,Nicolas Pagnier,Nicolas Pagnier,,0,4,0-0-0-0,107520,200.9999999903576,58,112,697,12.017241379310343,19,538,True,1254,2.687413129479247,1.0,0.9557291666666666,/data2/zachary/musescore/data/b/J/QmbJiF5Hyv7NPTG7eCRf9mEuEVpRQxnK9vTxZdSVSUbki7.mscz,False,/data2/zachary/musescore/data/e/M/QmeMc9gCKXgrtHmpWkphtWa6BV1mrXhUXbvEu8iKR1krJ1.mscz,True,/data2/zachary/musescore/data/e/M/QmeMc9gCKXgrtHmpWkphtWa6BV1mrXhUXbvEu8iKR1krJ1.mscz,True,False,True,False,./data/e/M/QmeMc9gCKXgrtHmpWkphtWa6BV1mrXhUXbvEu8iKR1krJ1.json./metadata/9/5763754.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Castlegate,Castlegate - Arthur Page,,Arthur Page,,,1,1,0,61440,68.57148979251384,16,64,232,14.5,1,1,True,234,2.815278703506714,0.9741379310344828,0.98828125,/data2/zachary/musescore/data/P/2/QmP2dWVdypkhDFJUsUaWbR8miDSHbwHfMLzBnREAGFiGNS.mscz,False,/data2/zachary/musescore/data/a/2/Qma2wvbnmFgdbruyKfqLgndyFad3XyLbJN9n9f6Knb62nP.mscz,True,/data2/zachary/musescore/data/a/2/Qma2wvbnmFgdbruyKfqLgndyFad3XyLbJN9n9f6Knb62nP.mscz,True,False,True,False,./data/a/2/Qma2wvbnmFgdbruyKfqLgndyFad3XyLbJN9n9f6Knb62nP.json./metadata/5/5798371.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,A song of victory,A song of victory - Charles H. Gabriel,,Charles H. Gabriel,Charles Hutchinson Gabriel,,0,2,0-0,54480,34.04993189967652,40,206,521,13.025,6,104,True,631,2.8162132023255544,0.9509803921568628,0.9419642857142856,/data2/zachary/musescore/data/b/G/QmbGmSArjVP9iaAw4HjSdd8hsBR63nZR6jBSbMr5opfgGN.mscz,False,/data2/zachary/musescore/data/b/P/QmbPXTgykBd93uvQtrnx7emEeP1aDeELhsAzV8C8mDjfdn.mscz,False,/data2/zachary/musescore/data/X/o/QmXocbEorwQdGSQDHDSPdBuMaLbH39bVo2N7kRMyXZDsNd.mscz,True,False,True,False,./data/X/o/QmXocbEorwQdGSQDHDSPdBuMaLbH39bVo2N7kRMyXZDsNd.json./metadata/8/5736178.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,ST. LEONARD (Hiles),ST. LEONARD (Hiles) - Henry Hiles,,Henry Hiles,Henry Hiles 1867,,0,2,0-0,30240,31.499999999186247,17,58,227,13.352941176470589,2,0,False,229,3.006635502762196,0.9237668161434978,0.9486111111111112,/data2/zachary/musescore/data/e/W/QmeW1svnGqMrfkcRaw12HxdqfLrD1AYq9YWsYhDiqSEMpz.mscz,False,/data2/zachary/musescore/data/R/s/QmRs7xsvkCxu6Wmw7bsc6h46xxpniqdxXjgFnAuC4DM7Pm.mscz,False,/data2/zachary/musescore/data/R/8/QmR8pJ7grrZmQ4dnLZAnX6ap13UiE2HoJCj3ke9VuyEDQG.mscz,True,False,True,False,./data/R/8/QmR8pJ7grrZmQ4dnLZAnX6ap13UiE2HoJCj3ke9VuyEDQG.json./metadata/3/5780337.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Races At Carrick,The races at Carrick,,Misc tunes,anon.,,1,1,0,49920,27.999999999576666,38,209,172,4.526315789473684,7,0,False,179,2.7127963916980145,1.0,0.935897435897436,/data2/zachary/musescore/data/e/P/QmePgC9rq4QbnS7WGnscWMTvx5DMJ1SM5rzz7QWwerSTbp.mscz,False,/data2/zachary/musescore/data/e/P/QmePgC9rq4QbnS7WGnscWMTvx5DMJ1SM5rzz7QWwerSTbp.mscz,False,/data2/zachary/musescore/data/X/p/QmXpNv13mQRdkqLzY46AyB7Hv9WCvnDryvbUjQ3MJeEH79.mscz,False,False,False,False,./data/Q/1/QmQ1CA74GB7Q6kyZhDumD7jgLL7wQdJopBFQTjS9p2Jpi9.json./metadata/1/4996047.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,6,280,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,Machine Room,Bugs Bunny: Crazy Castle 4 - Machine Room,Bugs Bunny: Crazy Castle 4,Hiroyuki Masuno,Composed by: Hiroyuki Masuno,,2,1,0,76560,68.35724050858585,40,138,596,14.9,213,0,False,809,3.0308538967579417,0.8855218855218855,0.9823717948717948,/data2/zachary/musescore/data/c/D/QmcDaRq6kQnYbRgzBmZ1Q8h71ADF8E5cKkEiHvHJ8AERPj.mscz,True,/data2/zachary/musescore/data/c/D/QmcDaRq6kQnYbRgzBmZ1Q8h71ADF8E5cKkEiHvHJ8AERPj.mscz,True,/data2/zachary/musescore/data/c/D/QmcDaRq6kQnYbRgzBmZ1Q8h71ADF8E5cKkEiHvHJ8AERPj.mscz,True,False,True,False,./data/c/D/QmcDaRq6kQnYbRgzBmZ1Q8h71ADF8E5cKkEiHvHJ8AERPj.json./metadata/3/5840866.json,TrueFalseFalseFalseTrueTrue
